model,fold,epoch,train_loss,val_loss,train_acc,val_acc
vit_po,0,1,2.227575822752349,2.0980065027061774,0.15016,0.19788
vit_po,0,2,2.0722092748904717,2.054163186525812,0.22256,0.22184
vit_po,0,3,2.030250935530176,2.001709271450432,0.24256,0.25708
vit_po,0,4,1.996579754717496,1.98516773021951,0.2578,0.2582
vit_po,0,5,1.9645780775011803,2.053530655953349,0.27316,0.25568
vit_po,0,6,1.9421702161127208,1.939248010820272,0.28272,0.28288
vit_po,0,7,1.9186330790422401,1.9068689236835556,0.29124,0.2954
vit_po,0,8,1.9044453799724579,1.9109405966437594,0.29772,0.293
vit_po,0,9,1.8839585708112132,1.8807759047770987,0.3082,0.30036
vit_po,0,10,1.8681979811921412,1.869387584073203,0.31064,0.30464
vit_po,0,11,1.8495944336969026,1.8564519961269534,0.31608,0.31444
vit_po,0,12,1.8386895461958281,1.8229362234777333,0.31996,0.325
vit_po,0,13,1.8075775802135468,1.8304499807406445,0.3304,0.31336
vit_po,0,14,1.8059529157317415,1.817232956691664,0.3306,0.31848
vit_po,0,15,1.7854428449455573,1.7875417440521473,0.33852,0.33796
vit_po,0,16,1.7835399405080445,1.7845309942352527,0.33968,0.33652
vit_po,0,17,1.7744699941605937,1.7925889382556992,0.34116,0.33364
vit_po,0,18,1.7662334934789308,1.7793903594114342,0.346,0.33776
vit_po,0,19,1.7474927573787922,1.7507280342432918,0.34844,0.35156
vit_po,0,20,1.7473437676624375,1.7530127319754387,0.35156,0.34664
vit_po,0,21,1.7389094452468716,1.7562283490385329,0.35612,0.34312
vit_po,0,22,1.7424671175528545,1.7491484168840914,0.35344,0.34984
vit_po,0,23,1.7260382376155075,1.743667874409228,0.3618,0.35252
vit_po,0,24,1.7188676297664642,1.7491870200147435,0.36612,0.35392
vit_po,0,25,1.7193958181507734,1.7510106289873317,0.3644,0.354
vit_po,0,26,1.7092749196655896,1.7402745272432054,0.3658,0.355
vit_po,0,27,1.7153141449908822,1.7465537646595313,0.36576,0.35552
vit_po,0,28,1.7069653905167872,1.7244696130557937,0.36936,0.36852
vit_po,0,29,1.7038492919230948,1.7196480710895694,0.37144,0.36784
vit_po,0,30,1.6938559352135172,1.7179481660833165,0.37548,0.36152
vit_po,1,1,2.229741636587649,2.102546328184556,0.15752,0.19988
vit_po,1,2,2.062202808808307,2.0470088379723683,0.222,0.22352
vit_po,1,3,2.03033231959051,1.9941637412625917,0.23452,0.25172
vit_po,1,4,1.9914342955667146,1.9815193584987096,0.25628,0.25512
vit_po,1,5,1.9604635226483247,1.9525615621586234,0.26972,0.27636
vit_po,1,6,1.9326488181036345,1.9027481146004734,0.2882,0.30068
vit_po,1,7,1.9090389189671497,1.9409058501525802,0.29344,0.28288
vit_po,1,8,1.8904435446067733,1.8909613885441605,0.30364,0.30376
vit_po,1,9,1.8649662355987393,1.8485809412537788,0.3134,0.3224
vit_po,1,10,1.8547326466258691,1.8530041143602254,0.31688,0.31268
vit_po,1,11,1.8385799721795686,1.9184399977022288,0.32316,0.29544
vit_po,1,12,1.8275354778280064,1.8353912289045295,0.32228,0.32484
vit_po,1,13,1.8161683356275364,1.8214930587885332,0.32776,0.3272
vit_po,1,14,1.8002677748397904,1.795701624179373,0.33192,0.34032
vit_po,1,15,1.7974999680811046,1.8007347827055016,0.3334,0.33656
vit_po,1,16,1.7825326159292338,1.7759891353091415,0.34144,0.35116
vit_po,1,17,1.7717610871305272,1.7819458933509127,0.34704,0.34868
vit_po,1,18,1.770805487827379,1.7614051450271995,0.34616,0.34924
vit_po,1,19,1.755695108248263,1.776119880530299,0.35076,0.34272
vit_po,1,20,1.7523805225382045,1.7403327926081054,0.35056,0.36028
vit_po,1,21,1.7450672649607366,1.7419107568507293,0.35428,0.35672
vit_po,1,22,1.7342790955183458,1.7556027745713993,0.35812,0.3572
vit_po,1,23,1.7294657844669965,1.7195058836012471,0.36064,0.36852
vit_po,1,24,1.7233653950447938,1.7395799883774348,0.36312,0.34908
vit_po,1,25,1.7184835684542754,1.7319879057456036,0.36404,0.36352
vit_po,1,26,1.706824159135624,1.7233497676800709,0.3692,0.36716
vit_po,1,27,1.7014427026923822,1.6940415410362943,0.37012,0.38116
vit_po,1,28,1.6989751944736557,1.7187773913753277,0.37356,0.37076
vit_po,1,29,1.680157719218001,1.72032873362911,0.38064,0.3666
vit_po,1,30,1.6816376538909212,1.6920685810702187,0.38276,0.37512
vit_pf,0,1,2.1540493934738394,2.0840997118122724,0.18704,0.206
vit_pf,0,2,2.0553567002014237,2.0236856104159844,0.22228,0.24032
vit_pf,0,3,2.01067352416564,2.015038761557365,0.24244,0.23836
vit_pf,0,4,1.9966183402100388,1.9802368417078136,0.24904,0.26004
vit_pf,0,5,1.9745082338245548,1.9623924992522415,0.258,0.26756
vit_pf,0,6,1.9441969863006048,2.0209654393244763,0.27724,0.23752
vit_pf,0,7,1.9246341513127696,1.9189121747503475,0.28708,0.28704
vit_pf,0,8,1.9083014495518742,1.9319315723010473,0.29644,0.2868
vit_pf,0,9,1.9011105317242292,1.9090795261519296,0.29604,0.29932
vit_pf,0,10,1.8935208065169198,1.891534234188041,0.30064,0.30196
vit_pf,0,11,1.8800992211517022,1.9157760532534853,0.30716,0.29304
vit_pf,0,12,1.8748930680508515,1.8831192090803264,0.30876,0.29932
vit_pf,0,13,1.8633622466301432,1.8672837700162614,0.31164,0.3104
vit_pf,0,14,1.858899606733906,1.8642043781523803,0.3158,0.31072
vit_pf,0,15,1.8548895309166031,1.8382310046225179,0.31608,0.3238
vit_pf,0,16,1.838243165794684,1.8530452993451332,0.32372,0.31996
vit_pf,0,17,1.8332487137950197,1.8351643772757784,0.32988,0.3238
vit_pf,0,18,1.8213376342033853,1.8353820747258711,0.3312,0.32784
