model,epoch,train_loss,val_loss,ppl
lm_pfk,20,5.87324559982187,5.883854905296775,359.19122444484674
lm_base,1,6.863681147251223,6.435167688481948,623.3871089373931
lm_base,2,6.319534095050079,6.193729787714341,489.66906614134376
lm_base,3,6.05481368273937,5.9316220844493195,376.76516334080475
lm_base,4,5.82706842633891,5.742970820034252,311.98990141756326
lm_base,5,5.671786039333625,5.6195218366735125,275.7574945842231
lm_base,6,5.565175513328589,5.532992654688218,252.89962090629453
lm_base,7,5.489140665589883,5.470508160310633,237.58089127098205
lm_base,8,5.433499919957128,5.4254709299872905,227.11827794239167
lm_base,9,5.391544084243587,5.390473853840548,219.30728053363387
lm_base,10,5.358969469375798,5.363749358233283,213.52402555976246
lm_base,11,5.3326800409796205,5.341859301398782,208.90075890087357
lm_base,12,5.311317360459878,5.325257839876063,205.46132975949234
lm_base,13,5.293141144249827,5.311211361604578,202.59549620951336
lm_base,14,5.277768493285907,5.300093016904943,200.35544555150003
lm_base,15,5.264268997267549,5.289281923630658,198.20105080661705
lm_base,16,5.252599856536377,5.279979604833266,196.36587039629003
lm_base,17,5.242048178400312,5.271586805231431,194.72470760610918
lm_base,18,5.232649255268679,5.263394165039062,193.1359152288217
lm_base,19,5.224168879057974,5.2560293478124285,191.71872957565495
lm_base,20,5.216459497442386,5.253336631550509,191.2031798608713
